TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.uh.pat.AVLTree,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,2,26,365,54958,1649633180806,1.0,111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9791666666666666,111111111111111111111111111111011111111111111111,1.0,1111,1,1,3,2,0.96045197740113,111111111111111111111101111111111111111111111111111111111111101111111111111111111111111011111111111111111010011111101111111111111111111111111111111111111111111111111111111111111,1.0,1111111111,1.0,11111111,1.0,11111111,0.5833333333333334,111111111111111100000000000000000011111111110011
